WaferID: N5GM12.16 (Step 10 to Step 16)
     ,  BasisFunction1,  BasisFunction1,  (nFringes*1000),  (nFringes*1000),  Endpoint Time (sec),  Endpoint Time (sec),  Delay Time (sec),  Delay Time (sec),  Normalization Time (sec),  Normalization Time (sec), 
     ,  Time (sec),  Value,  Time (sec),  Value,  Time (sec),  Value,  Time (sec),  Value,  Time (sec),  Value, 
 277,  27.700,  250087.91,  27.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 278,  27.800,  250019.36,  27.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 279,  27.900,  249971.00,  27.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 280,  28.000,  249872.91,  28.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 281,  28.100,  250010.73,  28.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 282,  28.200,  250234.09,  28.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 283,  28.300,  250183.81,  28.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 284,  28.400,  250266.00,  28.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 285,  28.500,  250171.36,  28.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 286,  28.600,  250184.09,  28.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 287,  28.700,  249935.55,  28.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 288,  28.800,  250261.91,  28.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 289,  28.900,  250145.19,  28.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 290,  29.000,  250176.09,  29.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 291,  29.100,  250093.27,  29.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 292,  29.200,  250038.81,  29.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 293,  29.300,  249631.64,  29.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 294,  29.400,  249610.73,  29.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 295,  29.500,  249420.27,  29.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 296,  29.600,  249525.81,  29.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 297,  29.700,  249401.09,  29.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 298,  29.800,  249425.55,  29.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 299,  29.900,  249184.27,  29.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 300,  30.000,  249142.91,  30.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 301,  30.100,  249062.55,  30.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 302,  30.200,  249231.64,  30.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 303,  30.300,  249042.91,  30.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 304,  30.400,  249046.19,  30.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 305,  30.500,  248832.45,  30.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 306,  30.600,  248837.09,  30.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 307,  30.700,  248732.09,  30.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 308,  30.800,  248640.64,  30.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 309,  30.900,  248652.55,  30.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 310,  31.000,  248724.27,  31.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 311,  31.100,  248754.73,  31.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 312,  31.200,  248611.19,  31.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 313,  31.300,  248639.91,  31.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 314,  31.400,  248990.91,  31.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 315,  31.500,  249025.36,  31.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 316,  31.600,  249305.64,  31.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 317,  31.700,  249398.81,  31.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 318,  31.800,  249525.19,  31.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 319,  31.900,  249611.09,  31.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 320,  32.000,  249645.64,  32.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 321,  32.100,  249446.81,  32.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 322,  32.200,  249303.45,  32.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 323,  32.300,  249416.81,  32.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 324,  32.400,  249563.00,  32.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 325,  32.500,  249203.64,  32.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 326,  32.600,  249098.27,  32.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 327,  32.700,  248835.91,  32.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 328,  32.800,  248823.36,  32.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 329,  32.900,  248883.09,  32.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 330,  33.000,  248812.55,  33.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 331,  33.100,  248504.91,  33.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 332,  33.200,  248636.19,  33.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 333,  33.300,  248804.09,  33.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 334,  33.400,  248721.09,  33.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 335,  33.500,  248499.00,  33.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 336,  33.600,  249019.09,  33.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 337,  33.700,  249029.91,  33.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 338,  33.800,  249108.27,  33.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 339,  33.900,  248905.55,  33.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 340,  34.000,  248619.19,  34.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 341,  34.100,  248596.73,  34.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 342,  34.200,  248560.00,  34.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 343,  34.300,  248318.45,  34.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 344,  34.400,  248187.73,  34.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 345,  34.500,  248199.00,  34.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 346,  34.600,  247925.09,  34.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 347,  34.700,  247225.45,  34.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 348,  34.800,  247200.45,  34.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 349,  34.900,  247044.55,  34.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 350,  35.000,  246965.91,  35.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 351,  35.100,  247015.64,  35.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 352,  35.200,  246891.27,  35.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 353,  35.300,  247167.81,  35.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 354,  35.400,  247121.91,  35.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 355,  35.500,  246928.27,  35.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 356,  35.600,  246919.91,  35.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 357,  35.700,  246930.36,  35.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 358,  35.800,  247216.91,  35.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 359,  35.900,  247375.00,  35.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 360,  36.000,  247478.81,  36.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 361,  36.100,  247447.00,  36.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 362,  36.200,  247609.73,  36.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 363,  36.300,  247938.27,  36.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 364,  36.400,  247809.00,  36.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 365,  36.500,  247851.09,  36.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 366,  36.600,  247916.81,  36.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 367,  36.700,  248026.81,  36.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 368,  36.800,  248149.09,  36.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 369,  36.900,  247909.09,  36.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 370,  37.000,  247820.55,  37.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 371,  37.100,  247687.64,  37.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 372,  37.200,  247806.64,  37.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 373,  37.300,  247704.09,  37.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 374,  37.400,  247472.09,  37.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 375,  37.500,  247460.45,  37.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 376,  37.600,  247511.00,  37.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 377,  37.700,  247487.55,  37.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 378,  37.800,  247345.73,  37.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 379,  37.900,  247352.19,  37.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 380,  38.000,  247732.36,  38.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 381,  38.100,  247981.36,  38.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 382,  38.200,  247994.19,  38.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 383,  38.300,  247895.45,  38.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 384,  38.400,  247919.91,  38.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 385,  38.500,  247789.91,  38.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 386,  38.600,  247630.19,  38.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 387,  38.700,  247560.55,  38.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 388,  38.800,  247614.45,  38.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 389,  38.900,  247626.81,  38.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 390,  39.000,  247506.09,  39.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 391,  39.100,  247350.73,  39.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 392,  39.200,  246888.19,  39.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 393,  39.300,  247038.36,  39.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 394,  39.400,  246927.19,  39.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 395,  39.500,  246953.45,  39.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 396,  39.600,  246772.55,  39.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 397,  39.700,  246930.45,  39.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 398,  39.800,  246934.55,  39.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 399,  39.900,  246885.91,  39.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 400,  40.000,  246822.19,  40.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 401,  40.100,  246507.91,  40.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 402,  40.200,  246313.73,  40.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 403,  40.300,  246441.55,  40.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 404,  40.400,  246261.19,  40.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 405,  40.500,  246506.36,  40.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 406,  40.600,  246264.00,  40.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 407,  40.700,  246402.09,  40.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 408,  40.800,  246488.19,  40.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 409,  40.900,  246626.64,  40.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 410,  41.000,  246554.91,  41.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 411,  41.100,  246583.45,  41.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 412,  41.200,  246785.55,  41.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 413,  41.300,  246689.55,  41.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 414,  41.400,  246566.00,  41.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 415,  41.500,  246712.19,  41.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 416,  41.600,  246514.73,  41.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 417,  41.700,  246678.09,  41.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 418,  41.800,  246705.45,  41.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 419,  41.900,  246749.81,  41.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 420,  42.000,  246786.55,  42.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 421,  42.100,  246786.36,  42.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 422,  42.200,  246714.91,  42.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 423,  42.300,  246769.55,  42.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 424,  42.400,  246988.81,  42.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 425,  42.500,  247064.45,  42.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 426,  42.600,  247063.27,  42.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 427,  42.700,  247027.81,  42.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 428,  42.800,  246889.27,  42.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 429,  42.900,  246821.64,  42.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 430,  43.000,  246875.19,  43.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 431,  43.100,  246913.91,  43.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 432,  43.200,  246967.09,  43.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 433,  43.300,  246871.00,  43.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 434,  43.400,  246795.45,  43.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 435,  43.500,  246548.81,  43.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 436,  43.600,  246732.09,  43.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 437,  43.700,  246597.55,  43.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 438,  43.800,  246694.55,  43.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 439,  43.900,  246785.19,  43.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 440,  44.000,  246862.36,  44.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 441,  44.100,  246655.19,  44.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 442,  44.200,  246323.45,  44.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 443,  44.300,  246461.00,  44.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 444,  44.400,  246552.55,  44.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 445,  44.500,  246718.64,  44.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 446,  44.600,  246648.36,  44.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 447,  44.700,  246447.45,  44.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 448,  44.800,  246526.64,  44.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 449,  44.900,  246493.81,  44.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 450,  45.000,  246333.45,  45.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 451,  45.100,  246196.00,  45.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 452,  45.200,  246059.19,  45.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 453,  45.300,  246080.09,  45.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 454,  45.400,  245922.73,  45.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 455,  45.500,  245887.00,  45.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 456,  45.600,  245572.09,  45.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 457,  45.700,  245656.64,  45.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 458,  45.800,  245535.64,  45.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 459,  45.900,  245501.81,  45.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 460,  46.000,  245403.91,  46.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 461,  46.100,  245262.64,  46.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 462,  46.200,  245227.73,  46.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 463,  46.300,  245132.64,  46.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 464,  46.400,  245188.73,  46.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 465,  46.500,  245326.27,  46.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 466,  46.600,  245164.09,  46.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 467,  46.700,  245558.09,  46.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 468,  46.800,  245308.91,  46.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 469,  46.900,  245506.64,  46.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 470,  47.000,  245668.27,  47.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 471,  47.100,  245546.27,  47.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 472,  47.200,  245632.64,  47.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 473,  47.300,  245638.91,  47.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 474,  47.400,  245605.00,  47.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 475,  47.500,  245570.36,  47.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 476,  47.600,  245547.00,  47.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 477,  47.700,  245611.00,  47.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 478,  47.800,  245524.45,  47.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 479,  47.900,  245843.19,  47.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 480,  48.000,  245684.19,  48.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 481,  48.100,  245552.19,  48.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 482,  48.200,  245575.45,  48.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 483,  48.300,  245669.64,  48.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 484,  48.400,  245706.36,  48.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 485,  48.500,  246026.09,  48.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 486,  48.600,  246179.27,  48.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 487,  48.700,  246147.45,  48.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 488,  48.800,  246129.19,  48.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 489,  48.900,  245942.00,  48.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 490,  49.000,  246224.45,  49.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 491,  49.100,  246144.91,  49.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 492,  49.200,  246062.81,  49.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 493,  49.300,  246251.19,  49.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 494,  49.400,  246271.19,  49.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 495,  49.500,  246339.81,  49.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 496,  49.600,  246171.00,  49.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 497,  49.700,  246114.73,  49.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 498,  49.800,  245785.91,  49.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 499,  49.900,  245754.09,  49.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 500,  50.000,  245797.55,  50.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 501,  50.100,  245479.81,  50.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 502,  50.200,  245564.09,  50.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 503,  50.300,  245616.91,  50.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 504,  50.400,  245485.00,  50.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 505,  50.500,  245378.73,  50.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 506,  50.600,  245187.81,  50.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 507,  50.700,  245400.27,  50.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 508,  50.800,  245227.19,  50.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 509,  50.900,  245210.27,  50.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 510,  51.000,  245276.27,  51.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 511,  51.100,  245138.00,  51.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 512,  51.200,  244962.36,  51.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 513,  51.300,  244882.91,  51.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 514,  51.400,  244842.81,  51.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 515,  51.500,  244968.91,  51.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 516,  51.600,  245056.09,  51.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 517,  51.700,  245117.27,  51.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 518,  51.800,  244931.81,  51.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 519,  51.900,  244892.91,  51.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 520,  52.000,  245007.81,  52.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 521,  52.100,  244982.45,  52.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 522,  52.200,  245017.73,  52.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 523,  52.300,  244962.64,  52.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 524,  52.400,  244946.45,  52.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 525,  52.500,  245017.09,  52.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 526,  52.600,  244932.00,  52.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 527,  52.700,  244648.55,  52.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 528,  52.800,  244907.45,  52.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 529,  52.900,  244926.64,  52.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 530,  53.000,  244945.73,  53.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 531,  53.100,  244958.73,  53.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 532,  53.200,  244723.91,  53.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 533,  53.300,  244904.45,  53.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 534,  53.400,  245174.91,  53.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 535,  53.500,  245317.45,  53.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 536,  53.600,  245169.36,  53.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 537,  53.700,  245233.09,  53.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 538,  53.800,  245440.73,  53.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 539,  53.900,  245049.19,  53.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 540,  54.000,  244771.55,  54.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 541,  54.100,  244794.19,  54.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 542,  54.200,  244956.00,  54.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 543,  54.300,  245271.73,  54.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 544,  54.400,  245172.09,  54.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 545,  54.500,  245155.36,  54.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 546,  54.600,  245348.64,  54.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 547,  54.700,  245452.27,  54.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 548,  54.800,  245336.19,  54.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 549,  54.900,  245202.91,  54.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 550,  55.000,  245306.00,  55.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 551,  55.100,  245441.19,  55.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 552,  55.200,  245560.09,  55.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 553,  55.300,  245509.19,  55.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 554,  55.400,  245538.36,  55.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 555,  55.500,  245545.36,  55.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 556,  55.600,  245320.09,  55.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 557,  55.700,  245050.36,  55.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 558,  55.800,  245063.27,  55.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 559,  55.900,  245049.36,  55.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 560,  56.000,  245085.45,  56.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 561,  56.100,  245136.19,  56.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 562,  56.200,  244983.19,  56.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 563,  56.300,  244984.91,  56.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 564,  56.400,  244859.55,  56.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 565,  56.500,  244601.55,  56.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 566,  56.600,  244714.55,  56.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 567,  56.700,  244811.45,  56.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 568,  56.800,  244889.81,  56.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 569,  56.900,  244757.91,  56.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
